establishment_name,establishment_type,establishment_address,inspection_date,establishment_status,min_inspections_per_year,severity,action
EVVIVA RESTAURANT,Restaurant,25 LOWER SIMCOE ST,2023-11-10,Pass,3,M - Minor,Notice to Comply
EVVIVA RESTAURANT # 4 CORP,Restaurant,5221 YONGE ST,2022-02-16,Pass,3,M - Minor,Notice to Comply
EVVIVA RESTAURANT # 4 CORP,Restaurant,5221 YONGE ST,2022-02-16,Pass,3,S - Significant,Corrected During Inspection
EVVIVA RESTAURANT # 4 CORP,Restaurant,5221 YONGE ST,2022-11-15,Pass,3,NA - Not Applicable,Notice to Comply
EVVIVA RESTAURANT # 4 CORP,Restaurant,5221 YONGE ST,2022-11-15,Pass,3,M - Minor,Notice to Comply
EVVIVA RESTAURANT # 4 CORP,Restaurant,5221 YONGE ST,2023-04-03,Pass,3,M - Minor,Notice to Comply
EVVIVA RESTAURANT # 4 CORP,Restaurant,5221 YONGE ST,2023-08-01,Pass,3,M - Minor,Notice to Comply
EVVIVA RESTAURANT # 4 CORP,Restaurant,5221 YONGE ST,2023-08-01,Pass,3,S - Significant,Corrected During Inspection
EVVIVA RESTAURANT # 4 CORP,Restaurant,5221 YONGE ST,2023-12-01,Pass,3,M - Minor,Notice to Comply
EXBURY TUCK SHOP,Food Store (Convenience/Variety),2415 JANE ST,2022-11-21,Pass,1,M - Minor,Notice to Comply
EXCLUSSIF SPICES & WHOLESALERS LTD,Food Store (Convenience/Variety),"50 TIFFIELD RD, Unit-7, 11-13",2022-12-14,Pass,1,M - Minor,Notice to Comply
EXOTIC BURGERS,Food Take Out,335 YONGE ST,2023-09-28,Pass,2,M - Minor,Notice to Comply
EXPRESS  MUNCHIES,Food Take Out,31 TAPSCOTT RD,2022-08-09,Pass,2,M - Minor,Corrected During Inspection
EXPRESS  MUNCHIES,Food Take Out,31 TAPSCOTT RD,2022-08-09,Pass,2,S - Significant,Corrected During Inspection
EXPRESS PIZZA,Restaurant,80 ELLESMERE RD,2022-03-15,Pass,2,M - Minor,Notice to Comply
EXPRESS PIZZA,Restaurant,80 ELLESMERE RD,2023-10-16,Pass,2,M - Minor,Notice to Comply
EXTENDICARE GUILDWOOD,Nursing Home / Home for the Aged,60 GUILDWOOD PKWY,2022-03-28,Pass,3,M - Minor,Notice to Comply
EXTENDICARE GUILDWOOD,Nursing Home / Home for the Aged,60 GUILDWOOD PKWY,2022-12-28,Pass,3,S - Significant,Notice to Comply
EXTENDICARE GUILDWOOD,Nursing Home / Home for the Aged,60 GUILDWOOD PKWY,2023-09-20,Pass,3,M - Minor,Notice to Comply
EXTENDICARE SCARBOROUGH,Nursing Home / Home for the Aged,3830 LAWRENCE AVE E,2023-09-11,Pass,3,S - Significant,Notice to Comply
EXTENDICARE SCARBOROUGH,Nursing Home / Home for the Aged,3830 LAWRENCE AVE E,2023-09-11,Pass,3,C - Crucial,Notice to Comply
EXTENDICARE SCARBOROUGH,Nursing Home / Home for the Aged,3830 LAWRENCE AVE E,2023-09-11,Pass,3,M - Minor,Notice to Comply
EXTENDICARE/BAYVIEW,Nursing Home / Home for the Aged,550 CUMMER AVE,2022-06-27,Pass,3,M - Minor,Notice to Comply
EXTENDICARE/BAYVIEW,Nursing Home / Home for the Aged,550 CUMMER AVE,2022-12-28,Pass,3,M - Minor,Notice to Comply
EXTENDICARE/BAYVIEW,Nursing Home / Home for the Aged,550 CUMMER AVE,2022-12-28,Pass,3,M - Minor,Notice to Comply
EXTREME PITA/ JUGO JUICE,Food Take Out,76 GRENVILLE ST,2023-09-28,Pass,3,M - Minor,Notice to Comply
EXTREME PITA/PURBLENDZ,Cafeteria - Public Access,"2075 BAYVIEW AVE, Flr-M WING",2023-07-14,Pass,2,M - Minor,Notice to Comply
EXTREME PITA/PURBLENDZ,Cafeteria - Public Access,"2075 BAYVIEW AVE, Flr-M WING",2023-07-14,Pass,2,M - Minor,Notice to Comply
EY TOWER-COMPASS  GROUP OF CANADA,Food Caterer,"100 ADELAIDE ST W, Flr-40",2023-08-24,Pass,2,M - Minor,Corrected During Inspection
EY TOWER-COMPASS  GROUP OF CANADA,Food Caterer,"100 ADELAIDE ST W, Flr-40",2023-08-24,Pass,2,S - Significant,Corrected During Inspection
EY TOWER-COMPASS  GROUP OF CANADA,Food Caterer,"100 ADELAIDE ST W, Flr-40",2023-08-24,Pass,2,NA - Not Applicable,Notice to Comply
EYES ABACUS CHILD CARE,Child Care - Food Preparation,20 CHICHESTER PL,2023-06-08,Pass,3,S - Significant,Corrected During Inspection
EZRA'S POUND,Restaurant,238 DUPONT ST,2022-08-05,Pass,2,M - Minor,Notice to Comply
EZRA'S POUND,Restaurant,238 DUPONT ST,2022-08-05,Pass,2,M - Minor,Notice to Comply
EZRA'S POUND,Restaurant,238 DUPONT ST,2022-08-05,Pass,2,S - Significant,Corrected During Inspection
EZRA'S POUND,Restaurant,238 DUPONT ST,2023-04-19,Pass,2,S - Significant,Corrected During Inspection
EZRA'S POUND,Restaurant,238 DUPONT ST,2023-04-19,Pass,2,M - Minor,Notice to Comply
East Court & Mike's BBQ,Food Take Out,"4400 SHEPPARD AVE E, unit-11",2022-10-04,Pass,2,M - Minor,Notice to Comply
East Court & Mike's BBQ,Food Take Out,"4400 SHEPPARD AVE E, unit-11",2022-10-04,Pass,2,NA - Not Applicable,Notice to Comply
East Court & Mike's BBQ,Food Take Out,"4400 SHEPPARD AVE E, unit-11",2023-01-05,Pass,2,M - Minor,Notice to Comply
East Court & Mike's BBQ,Food Take Out,"4400 SHEPPARD AVE E, unit-11",2023-01-05,Pass,2,M - Minor,Notice to Comply
East Court & Mike's BBQ,Food Take Out,"4400 SHEPPARD AVE E, unit-11",2023-01-05,Pass,2,NA - Not Applicable,Notice to Comply
East Court & Mike's BBQ,Food Take Out,"4400 SHEPPARD AVE E, unit-11",2023-01-23,Pass,2,M - Minor,Notice to Comply
East Court & Mike's BBQ,Food Take Out,"4400 SHEPPARD AVE E, unit-11",2023-01-23,Pass,2,M - Minor,Notice to Comply
East Court & Mike's BBQ,Food Take Out,"4400 SHEPPARD AVE E, unit-11",2023-01-23,Pass,2,C - Crucial,Notice to Comply
East Court & Mike's BBQ,Food Take Out,"4400 SHEPPARD AVE E, unit-11",2023-01-23,Pass,2,S - Significant,Notice to Comply
East Court & Mike's BBQ,Food Take Out,"4400 SHEPPARD AVE E, unit-11",2023-01-23,Pass,2,C - Crucial,Notice to Comply
Eggsmart,Restaurant,1923 EGLINTON AVE E,2023-04-25,Pass,2,M - Minor,Notice to Comply
Eggsmart,Restaurant,1923 EGLINTON AVE E,2023-04-25,Pass,2,S - Significant,Corrected During Inspection
Eggsmart,Restaurant,1923 EGLINTON AVE E,2023-04-25,Pass,2,S - Significant,Corrected During Inspection
Eglinton Fast Foods Inc.,Restaurant,1837 EGLINTON AVE W,2022-08-16,Pass,2,S - Significant,Notice to Comply
Eglinton Fast Foods Inc.,Restaurant,1837 EGLINTON AVE W,2022-08-16,Pass,2,S - Significant,Notice to Comply
Eglinton Fast Foods Inc.,Restaurant,1837 EGLINTON AVE W,2022-08-16,Pass,2,M - Minor,Notice to Comply
Eglinton Fast Foods Inc.,Restaurant,1837 EGLINTON AVE W,2022-12-01,Pass,2,M - Minor,Notice to Comply
Eglinton Fast Foods Inc.,Restaurant,1837 EGLINTON AVE W,2023-05-18,Pass,2,NA - Not Applicable,Notice to Comply
El Greeko,Food Take Out,"1530 ALBION RD, UNIT-FC5",2022-08-12,Pass,2,M - Minor,Notice to Comply
El Greeko,Food Take Out,"1530 ALBION RD, UNIT-FC5",2023-11-15,Pass,2,M - Minor,Notice to Comply
Elevation Event Centre,Banquet Facility,821 RUNNYMEDE RD,2023-05-26,Pass,3,M - Minor,Notice to Comply
Emiliano & Ana's No Frills,Supermarket,245 DIXON RD,2023-04-25,Pass,2,M - Minor,Notice to Comply
Emiliano & Ana's No Frills,Supermarket,245 DIXON RD,2023-08-03,Pass,2,M - Minor,Notice to Comply
Energy Shack Juice Bar,Food Take Out,"2199 MIDLAND AVE, Unit-2",2023-06-27,Pass,2,M - Minor,Notice to Comply
Energy Shack Juice Bar,Food Take Out,"2199 MIDLAND AVE, Unit-2",2023-06-27,Pass,2,M - Minor,Notice to Comply
Eraa Supermarket,Supermarket,"5930 FINCH AVE E, Unit-4",2023-02-21,Pass,2,C - Crucial,Notice to Comply
Eraa Supermarket,Supermarket,"5930 FINCH AVE E, Unit-4",2023-02-21,Pass,2,C - Crucial,Notice to Comply
Eraa Supermarket,Supermarket,"5930 FINCH AVE E, Unit-4",2023-02-21,Pass,2,S - Significant,Notice to Comply
Esquina Saladorena,Restaurant,1736 JANE ST,2023-08-16,Pass,2,M - Minor,Notice to Comply
Esquina Saladorena,Restaurant,1736 JANE ST,2023-08-16,Pass,2,S - Significant,Corrected During Inspection
Esso-Tim Hortons Express,Food Store (Convenience/Variety),1510 MARKHAM RD,2022-12-14,Pass,2,S - Significant,Notice to Comply
Esso-Tim Hortons Express,Food Store (Convenience/Variety),1510 MARKHAM RD,2022-12-14,Pass,2,S - Significant,Notice to Comply
Esso-Tim Hortons Express,Food Store (Convenience/Variety),1510 MARKHAM RD,2022-12-14,Pass,2,M - Minor,Notice to Comply
Esso-Tim Hortons Express,Food Store (Convenience/Variety),1510 MARKHAM RD,2022-12-14,Pass,2,M - Minor,Notice to Comply
Esso-Tim Hortons Express,Food Store (Convenience/Variety),1510 MARKHAM RD,2023-04-26,Pass,2,M - Minor,Notice to Comply
Etob Restaurant,Restaurant,379 ALBION RD,2022-05-17,Pass,2,M - Minor,Notice to Comply
Etob Restaurant,Restaurant,379 ALBION RD,2022-05-17,Pass,2,M - Minor,Notice to Comply
Etob Restaurant,Restaurant,379 ALBION RD,2022-05-17,Pass,2,S - Significant,Notice to Comply
Etob Restaurant,Restaurant,379 ALBION RD,2022-05-17,Pass,2,M - Minor,Notice to Comply
Etob Restaurant,Restaurant,379 ALBION RD,2022-12-21,Pass,2,M - Minor,Notice to Comply
Everest Hakka House,Restaurant,2356 LAKE SHORE BLVD W,2022-07-27,Pass,2,S - Significant,Notice to Comply
Everest Hakka House,Restaurant,2356 LAKE SHORE BLVD W,2022-07-27,Pass,2,M - Minor,Notice to Comply
Everest Hakka House,Restaurant,2356 LAKE SHORE BLVD W,2022-07-27,Pass,2,S - Significant,Corrected During Inspection
F'AMELIA,Restaurant,12 AMELIA ST,2022-10-19,Pass,3,M - Minor,Notice to Comply
F'AMELIA,Restaurant,12 AMELIA ST,2022-10-19,Pass,3,M - Minor,Notice to Comply
F'AMELIA,Restaurant,12 AMELIA ST,2022-10-19,Pass,3,M - Minor,Notice to Comply
F'AMELIA,Restaurant,12 AMELIA ST,2023-04-14,Pass,3,M - Minor,Notice to Comply
F'AMELIA,Restaurant,12 AMELIA ST,2023-04-14,Pass,3,S - Significant,Corrected During Inspection
F'AMELIA,Restaurant,12 AMELIA ST,2023-04-14,Pass,3,M - Minor,Corrected During Inspection
F'AMELIA,Restaurant,12 AMELIA ST,2023-06-09,Pass,3,M - Minor,Notice to Comply
F'AMELIA,Restaurant,12 AMELIA ST,2023-11-01,Pass,3,M - Minor,Notice to Comply
FABBRICA,Food Take Out,"66 WELLINGTON ST W, Unit-22A",2022-05-05,Pass,2,S - Significant,Corrected During Inspection
FABBRICA,Food Take Out,"66 WELLINGTON ST W, Unit-22A",2022-05-05,Pass,2,M - Minor,Notice to Comply
FABBRICA,Food Take Out,"66 WELLINGTON ST W, Unit-22A",2022-11-21,Pass,2,M - Minor,Notice to Comply
FABBRICA,Food Take Out,"66 WELLINGTON ST W, Unit-22A",2023-06-23,Pass,2,M - Minor,Notice to Comply
FAHMEE BAKERY & JAMAICAN FOODS,Food Take Out,"222 LANSDOWNE AVE, Unit-B",2022-08-11,Pass,2,M - Minor,Notice to Comply
FAHMEE BAKERY & JAMAICAN FOODS,Food Take Out,"222 LANSDOWNE AVE, Unit-B",2022-08-11,Pass,2,M - Minor,Notice to Comply
FAHMEE BAKERY & JAMAICAN FOODS,Food Take Out,"222 LANSDOWNE AVE, Unit-B",2023-01-19,Pass,2,M - Minor,Notice to Comply
FAHMEE BAKERY & JAMAICAN FOODS,Food Take Out,"222 LANSDOWNE AVE, Unit-B",2023-01-19,Pass,2,M - Minor,Notice to Comply
FAHMEE BAKERY & JAMAICAN FOODS,Food Take Out,"222 LANSDOWNE AVE, Unit-B",2023-10-17,Pass,2,NA - Not Applicable,Notice to Comply
FAHRENHEIT COFFEE,Food Take Out,120 LOMBARD ST,2022-10-03,Pass,2,M - Minor,Notice to Comply
FAHRENHEIT COFFEE,Food Take Out,120 LOMBARD ST,2022-10-03,Pass,2,M - Minor,Notice to Comply
FAHRENHEIT COFFEE,Food Take Out,120 LOMBARD ST,2022-10-03,Pass,2,S - Significant,Corrected During Inspection
FAHRENHEIT COFFEE,Food Take Out,120 LOMBARD ST,2022-10-03,Pass,2,NA - Not Applicable,Notice to Comply
FAHRENHEIT COFFEE,Food Take Out,120 LOMBARD ST,2023-03-28,Pass,2,NA - Not Applicable,Notice to Comply
FAHRENHEIT COFFEE,Food Take Out,120 LOMBARD ST,2023-03-28,Pass,2,S - Significant,Corrected During Inspection
FAHRENHEIT COFFEE,Food Take Out,529 RICHMOND ST W,2022-11-09,Pass,1,M - Minor,Notice to Comply
FAHRENHEIT COFFEE,Food Take Out,49 SPADINA AVE,2023-09-14,Pass,3,C - Crucial,Notice to Comply
FAHRENHEIT COFFEE,Food Take Out,49 SPADINA AVE,2023-09-14,Pass,3,S - Significant,Notice to Comply
FAIR CATCH FISHMONGERS,Fish Shop,3303 YONGE ST,2023-04-25,Pass,2,M - Minor,Notice to Comply
FAIR GROUNDS CAFE AND ROASTERY,Restaurant,3785 LAKE SHORE BLVD W,2022-12-30,Pass,2,M - Minor,Notice to Comply
FAIR GROUNDS CAFE AND ROASTERY,Restaurant,3785 LAKE SHORE BLVD W,2023-11-13,Pass,2,M - Minor,Notice to Comply
FAIR PRICE SUPERMARKET,Food Store (Convenience/Variety),1555 DUNDAS ST W,2022-08-29,Pass,1,M - Minor,Notice to Comply
FAIR TRADING CO. LTD,Food Depot,"110 DYNAMIC DR, Unit-45",2022-12-16,Pass,1,M - Minor,Notice to Comply
FAIR TRADING CO. LTD,Food Depot,"110 DYNAMIC DR, Unit-45",2022-12-16,Pass,1,M - Minor,Notice to Comply
FAIRBANK PUBLIC SCHOOL,Student Nutrition Site,2335 DUFFERIN ST,2022-12-21,Pass,3,NA - Not Applicable,Notice to Comply
FAIRBANK PUBLIC SCHOOL,Student Nutrition Site,2335 DUFFERIN ST,2022-12-21,Pass,3,M - Minor,Notice to Comply
FAIRBANK PUBLIC SCHOOL,Student Nutrition Site,2335 DUFFERIN ST,2022-12-21,Pass,3,S - Significant,Corrected During Inspection
FAIRBANK PUBLIC SCHOOL,Student Nutrition Site,2335 DUFFERIN ST,2023-04-26,Pass,3,S - Significant,Notice to Comply
FAIRBANK PUBLIC SCHOOL,Student Nutrition Site,2335 DUFFERIN ST,2023-04-26,Pass,3,C - Crucial,Notice to Comply
FAIRBANK PUBLIC SCHOOL,Student Nutrition Site,2335 DUFFERIN ST,2023-04-26,Pass,3,S - Significant,Notice to Comply
FAIRBANK PUBLIC SCHOOL,Student Nutrition Site,2335 DUFFERIN ST,2023-09-13,Pass,3,S - Significant,Corrected During Inspection
FAIRMOUNT  SUNSHINE CHILD CARE CENTRE.,Child Care - Catered,31 SLOLEY RD,2023-12-04,Pass,2,M - Minor,Notice to Comply
FAIRMOUNT  SUNSHINE CHILD CARE CENTRE.,Child Care - Catered,31 SLOLEY RD,2023-12-04,Pass,2,M - Minor,Notice to Comply
FAIRVIEW NURSING HOME,Nursing Home / Home for the Aged,14 CROSS ST,2022-11-14,Pass,3,M - Minor,Notice to Comply
FAIRVIEW NURSING HOME,Nursing Home / Home for the Aged,14 CROSS ST,2022-11-14,Pass,3,S - Significant,Corrected During Inspection
FAIRVIEW NURSING HOME,Nursing Home / Home for the Aged,14 CROSS ST,2022-11-14,Pass,3,M - Minor,Notice to Comply
FAIRVIEW NURSING HOME,Nursing Home / Home for the Aged,14 CROSS ST,2023-02-09,Pass,3,M - Minor,Notice to Comply
FAIRVIEW NURSING HOME,Nursing Home / Home for the Aged,14 CROSS ST,2023-02-09,Pass,3,M - Minor,Notice to Comply
FAIRVIEW NURSING HOME,Nursing Home / Home for the Aged,14 CROSS ST,2023-02-09,Pass,3,M - Minor,Notice to Comply
FAIRVIEW NURSING HOME,Nursing Home / Home for the Aged,14 CROSS ST,2024-01-05,Pass,3,M - Minor,Notice to Comply
FAIRWAY VARIETY,Food Store (Convenience/Variety),520 PARLIAMENT ST,2022-11-22,Pass,1,M - Minor,Notice to Comply
FALAFEL & GRILL EXPRESS,Restaurant,"1300 FINCH AVE W, Unit-6",2023-03-29,Pass,2,M - Minor,Notice to Comply
FALAFEL & GRILL EXPRESS,Restaurant,"1300 FINCH AVE W, Unit-6",2023-03-29,Pass,2,S - Significant,Corrected During Inspection
FALAFEL & GRILL EXPRESS,Restaurant,"1300 FINCH AVE W, Unit-6",2023-08-08,Pass,2,M - Minor,Notice to Comply
FALEY RESTAURANT,Restaurant,"42 REXDALE BLVD, Unit-10",2022-02-23,Pass,2,M - Minor,Notice to Comply
FALEY RESTAURANT,Restaurant,"42 REXDALE BLVD, Unit-10",2022-07-06,Pass,2,M - Minor,Notice to Comply
FALEY RESTAURANT,Restaurant,"42 REXDALE BLVD, Unit-10",2022-07-06,Pass,2,M - Minor,Notice to Comply
FALLINGBROOK MARKET & CAFE,Food Take Out,160 FALLINGBROOK RD,2022-11-08,Pass,2,S - Significant,Corrected During Inspection
FALLINGBROOK MARKET & CAFE,Food Take Out,160 FALLINGBROOK RD,2022-11-08,Pass,2,M - Minor,Notice to Comply
FALLINGBROOK MARKET & CAFE,Food Take Out,160 FALLINGBROOK RD,2023-11-02,Pass,2,NA - Not Applicable,Notice to Comply
FAM - FOOD & MASTI,Restaurant,3315 DANFORTH AVE,2023-10-04,Pass,3,M - Minor,Notice to Comply
FAM - FOOD & MASTI,Restaurant,3315 DANFORTH AVE,2023-10-04,Pass,3,C - Crucial,Notice to Comply
FAM - FOOD & MASTI,Restaurant,3315 DANFORTH AVE,2023-10-04,Pass,3,M - Minor,Notice to Comply
FAM - FOOD & MASTI,Restaurant,3315 DANFORTH AVE,2023-10-04,Pass,3,S - Significant,Notice to Comply
FAM - FOOD & MASTI,Restaurant,3315 DANFORTH AVE,2023-10-04,Pass,3,C - Crucial,Notice to Comply
FAM - FOOD & MASTI,Restaurant,3315 DANFORTH AVE,2023-10-04,Pass,3,C - Crucial,Notice to Comply
FAM - FOOD & MASTI,Restaurant,3315 DANFORTH AVE,2024-01-08,Pass,3,S - Significant,Corrected During Inspection
FAM - FOOD & MASTI,Restaurant,3315 DANFORTH AVE,2024-01-08,Pass,3,M - Minor,Notice to Comply
FAM - FOOD & MASTI,Restaurant,3315 DANFORTH AVE,2024-01-08,Pass,3,S - Significant,Corrected During Inspection
FAMILY BAKERY CAFE,Bakery,1220 WOODBINE AVE,2022-11-29,Pass,2,NA - Not Applicable,Notice to Comply
FAMILY DAY - ST. SYLVESTER CHILD CARE CENTRE,Child Care - Food Preparation,260 SILVER SPRINGS BLVD,2023-05-31,Pass,2,M - Minor,Notice to Comply
FAMILY FOOD MARKET,Food Store (Convenience/Variety),93 FRONT ST E,2023-10-17,Pass,2,S - Significant,Corrected During Inspection
FAMILY MART PLUS,Food Store (Convenience/Variety),3355 ELLESMERE RD,2022-06-03,Pass,1,M - Minor,Notice to Comply
FAMILY MART PLUS,Food Store (Convenience/Variety),3355 ELLESMERE RD,2022-06-03,Pass,1,S - Significant,Corrected During Inspection
FAMILY MILK & VARIETY,Food Store (Convenience/Variety),"824 SHEPPARD AVE W, Unit-4",2022-10-31,Pass,2,S - Significant,Corrected During Inspection
FAMILY MILK & VARIETY,Food Store (Convenience/Variety),"824 SHEPPARD AVE W, Unit-4",2022-10-31,Pass,2,M - Minor,Notice to Comply
FAMILY MILK & VARIETY,Food Store (Convenience/Variety),"824 SHEPPARD AVE W, Unit-4",2022-10-31,Pass,2,M - Minor,Notice to Comply
FAMILY MILK & VARIETY,Food Store (Convenience/Variety),"824 SHEPPARD AVE W, Unit-4",2023-06-21,Pass,2,M - Minor,Notice to Comply
FAMILY MILK & VARIETY,Food Store (Convenience/Variety),"824 SHEPPARD AVE W, Unit-4",2023-06-21,Pass,2,M - Minor,Notice to Comply
FAMILY MILK & VARIETY,Food Store (Convenience/Variety),"824 SHEPPARD AVE W, Unit-4",2023-06-21,Pass,2,M - Minor,Notice to Comply
FAMOSO,Restaurant,386 BLOOR ST W,2022-10-27,Pass,2,M - Minor,Notice to Comply
FAMOUS FRIED CHICKEN AND BURGERS,Restaurant,1801 LAWRENCE AVE E,2023-10-10,Pass,2,M - Minor,Notice to Comply
FAMOUS INDIAN SUPERMARKET,Food Store (Convenience/Variety),"1871 O'CONNOR DR, Unit-5 & 6",2022-09-08,Pass,2,S - Significant,Notice to Comply
FAMOUS INDIAN SUPERMARKET,Food Store (Convenience/Variety),"1871 O'CONNOR DR, Unit-5 & 6",2022-09-08,Pass,2,M - Minor,Notice to Comply
FAMOUS INDIAN SUPERMARKET,Food Store (Convenience/Variety),"1871 O'CONNOR DR, Unit-5 & 6",2022-09-08,Pass,2,S - Significant,Notice to Comply
FAMOUS INDIAN SUPERMARKET,Food Store (Convenience/Variety),"1871 O'CONNOR DR, Unit-5 & 6",2022-09-08,Pass,2,M - Minor,Notice to Comply
FAMOUS INDIAN SUPERMARKET,Food Store (Convenience/Variety),"1871 O'CONNOR DR, Unit-5 & 6",2023-04-17,Pass,2,NA - Not Applicable,Notice to Comply
FAMOUS INDIAN SUPERMARKET,Food Store (Convenience/Variety),"1871 O'CONNOR DR, Unit-5 & 6",2023-07-19,Pass,2,M - Minor,Notice to Comply
FAMOUS PEOPLE PLAYERS,Restaurant,343 EVANS AVE,2022-09-01,Pass,2,M - Minor,Notice to Comply
FAMOUS PIZZA TOWN,Food Take Out,1947 VICTORIA PARK AVE,2023-09-22,Pass,2,NA - Not Applicable,Notice to Comply
FAMOUS PIZZA TOWN,Food Take Out,1947 VICTORIA PARK AVE,2023-09-22,Pass,2,M - Minor,Notice to Comply
FAMOUS PLAYERS,Food Take Out,"3401 DUFFERIN ST, Flr-2",2022-05-11,Pass,2,M - Minor,Notice to Comply
FAMOUS PLAYERS,Food Take Out,"3401 DUFFERIN ST, Flr-2",2023-06-05,Pass,2,M - Minor,Notice to Comply
FAMOUS PLAYERS CONCESSION,Food Take Out,300 BOROUGH DR,2022-12-29,Pass,1,M - Minor,Notice to Comply
FAMOUS PLAYERS THEATER,Food Take Out,259 RICHMOND ST W,2022-09-21,Pass,2,M - Minor,Notice to Comply
FANCY FRANKS,Food Take Out,"1507 AVENUE RD, Unit-A",2022-05-10,Pass,2,M - Minor,Notice to Comply
FANCY FRANKS,Food Take Out,"1507 AVENUE RD, Unit-A",2022-05-10,Pass,2,M - Minor,Notice to Comply
FANCY FRANKS,Food Take Out,"1507 AVENUE RD, Unit-A",2023-06-29,Pass,2,M - Minor,Notice to Comply
FANCY FRANKS,Food Take Out,"1507 AVENUE RD, Unit-A",2023-06-29,Pass,2,M - Minor,Notice to Comply
FANCY FRANKS,Food Take Out,"1507 AVENUE RD, Unit-A",2023-06-29,Pass,2,NA - Not Applicable,Notice to Comply
FANCY FRANKS,Food Take Out,"1507 AVENUE RD, Unit-A",2023-06-29,Pass,2,M - Minor,Notice to Comply
FANCY FRANKS,Food Take Out,"1507 AVENUE RD, Unit-A",2023-12-06,Pass,2,M - Minor,Notice to Comply
FANCY FRANKS,Food Take Out,"1507 AVENUE RD, Unit-A",2023-12-06,Pass,2,NA - Not Applicable,Notice to Comply
FANCY FRANKS,Food Take Out,"1507 AVENUE RD, Unit-A",2023-12-06,Pass,2,M - Minor,Notice to Comply
FANCY FRANKS GOURMET HOT DOGS,Hot Dog Cart,326 COLLEGE ST,2022-08-25,Pass,3,M - Minor,Notice to Comply
FANCY FRANKS GOURMET HOT DOGS,Hot Dog Cart,326 COLLEGE ST,2022-08-25,Pass,3,M - Minor,Notice to Comply
FANCY FRANKS GOURMET HOT DOGS,Hot Dog Cart,326 COLLEGE ST,2022-08-25,Pass,3,M - Minor,Notice to Comply
FANCY FRANKS GOURMET HOT DOGS,Hot Dog Cart,326 COLLEGE ST,2022-08-25,Pass,3,M - Minor,Notice to Comply
FANCY FRANKS GOURMET HOT DOGS,Hot Dog Cart,326 COLLEGE ST,2023-04-03,Pass,3,M - Minor,Notice to Comply
FANCY FRANKS GOURMET HOT DOGS,Hot Dog Cart,326 COLLEGE ST,2023-04-03,Pass,3,S - Significant,Corrected During Inspection
FANCY FRANKS GOURMET HOT DOGS,Hot Dog Cart,326 COLLEGE ST,2023-04-03,Pass,3,NA - Not Applicable,Notice to Comply
FANCY FRANKS GOURMET HOT DOGS,Hot Dog Cart,326 COLLEGE ST,2023-04-03,Pass,3,S - Significant,Corrected During Inspection
FANCY FRANKS GOURMET HOT DOGS,Hot Dog Cart,326 COLLEGE ST,2023-04-03,Pass,3,M - Minor,Notice to Comply
FANCY FRANKS GOURMET HOT DOGS,Hot Dog Cart,326 COLLEGE ST,2023-04-03,Pass,3,M - Minor,Notice to Comply
FANCY FRANKS GOURMET HOT DOGS,Hot Dog Cart,326 COLLEGE ST,2023-04-03,Pass,3,M - Minor,Notice to Comply
FANCY FRANKS GOURMET HOT DOGS,Hot Dog Cart,326 COLLEGE ST,2023-06-26,Pass,3,M - Minor,Notice to Comply
FANCY FRANKS GOURMET HOT DOGS,Hot Dog Cart,326 COLLEGE ST,2023-06-26,Pass,3,M - Minor,Notice to Comply
FANCY FRANKS GOURMET HOT DOGS,Hot Dog Cart,326 COLLEGE ST,2023-06-26,Pass,3,S - Significant,Corrected During Inspection
FANCY FRANKS GOURMET HOT DOGS,Hot Dog Cart,326 COLLEGE ST,2023-06-26,Pass,3,M - Minor,Notice to Comply
FANCY FRANKS GOURMET HOT DOGS,Hot Dog Cart,326 COLLEGE ST,2023-06-26,Pass,3,M - Minor,Notice to Comply
FANCY FRANKS GOURMET HOT DOGS,Hot Dog Cart,326 COLLEGE ST,2023-11-02,Pass,3,M - Minor,Notice to Comply
FANCY FRANKS GOURMET HOT DOGS,Hot Dog Cart,326 COLLEGE ST,2023-11-02,Pass,3,M - Minor,Notice to Comply
FANCY FRANKS GOURMET HOT DOGS,Hot Dog Cart,326 COLLEGE ST,2023-11-02,Pass,3,S - Significant,Corrected During Inspection
FANFARE FLOWERS,Food Store (Convenience/Variety),2023 YONGE ST,2022-09-14,Pass,1,M - Minor,Notice to Comply
FANFARE FLOWERS,Food Store (Convenience/Variety),2023 YONGE ST,2022-09-14,Pass,1,S - Significant,Corrected During Inspection
FANFARE FLOWERS,Food Store (Convenience/Variety),2023 YONGE ST,2022-09-14,Pass,1,S - Significant,Notice to Comply
FANFARE FLOWERS,Food Store (Convenience/Variety),2023 YONGE ST,2022-09-14,Pass,1,S - Significant,Notice to Comply
FANFARE FLOWERS,Food Store (Convenience/Variety),2023 YONGE ST,2022-09-14,Pass,1,M - Minor,Notice to Comply
FANFARE FLOWERS,Food Store (Convenience/Variety),2023 YONGE ST,2022-09-14,Pass,1,S - Significant,Notice to Comply
FANFARE FLOWERS,Food Store (Convenience/Variety),2023 YONGE ST,2022-09-14,Pass,1,M - Minor,Notice to Comply
FANFARE FLOWERS,Food Store (Convenience/Variety),2023 YONGE ST,2022-09-14,Pass,1,S - Significant,Notice to Comply
FANG JIE,Food Take Out,"3272 MIDLAND AVE, Unit-B103",2023-04-03,Pass,2,M - Minor,Notice to Comply
