establishment_name,establishment_type,establishment_address,inspection_date,establishment_status,min_inspections_per_year,severity,action
CHUNG CHUN RICE HOTDOG,Food Take Out,5 SPRING GARDEN AVE,2023-03-07,Pass,2,M - Minor,Notice to Comply
CHUNG CHUN RICE HOTDOG,Food Take Out,5 SPRING GARDEN AVE,2023-08-01,Pass,2,M - Minor,Notice to Comply
CHUNG CHUN RICE HOTDOG,Food Take Out,5 SPRING GARDEN AVE,2023-08-01,Pass,2,M - Minor,Notice to Comply
CHUNG CHUN RICE HOTDOG,Food Take Out,5 SPRING GARDEN AVE,2023-08-01,Pass,2,M - Minor,Notice to Comply
CHUNG MOI RESTAURANT,Restaurant,2412 EGLINTON AVE E,2022-07-20,Pass,2,M - Minor,Notice to Comply
CHUNG MOI RESTAURANT,Restaurant,2412 EGLINTON AVE E,2023-04-18,Pass,2,M - Minor,Notice to Comply
CHUNGCHUN RICE DOG,Food Take Out,11 BYNG AVE,2022-09-19,Pass,2,M - Minor,Notice to Comply
CHUNGCHUN RICE DOG,Food Take Out,11 BYNG AVE,2023-03-17,Pass,2,S - Significant,Corrected During Inspection
CHUNGCHUN RICE DOG,Food Take Out,11 BYNG AVE,2023-07-12,Pass,2,M - Minor,Notice to Comply
CHUNGCHUN RICE DOG,Restaurant,582 YONGE ST,2022-11-02,Pass,3,M - Minor,Notice to Comply
CHUNGCHUN RICE DOG,Restaurant,582 YONGE ST,2022-11-02,Pass,3,NA - Not Applicable,Notice to Comply
CHUNGCHUN RICE DOG,Restaurant,582 YONGE ST,2023-03-22,Pass,3,M - Minor,Notice to Comply
CHUNGCHUN RICE DOG,Restaurant,582 YONGE ST,2023-03-22,Pass,3,M - Minor,Notice to Comply
CHUNGCHUN RICE DOG,Restaurant,582 YONGE ST,2023-03-22,Pass,3,S - Significant,Corrected During Inspection
CHUNGCHUN RICE DOG,Restaurant,582 YONGE ST,2023-06-21,Pass,3,NA - Not Applicable,Notice to Comply
CHUNGCHUN RICE DOG,Restaurant,582 YONGE ST,2023-06-21,Pass,3,M - Minor,Notice to Comply
CHUNGCHUN RICE DOG,Food Take Out,"3250 MIDLAND AVE, Unit-G112",2022-02-08,Pass,2,M - Minor,Notice to Comply
CHUNGCHUN RICE DOG,Food Take Out,"3250 MIDLAND AVE, Unit-G112",2023-01-03,Pass,2,S - Significant,Notice to Comply
CHUNGCHUN RICE DOG,Food Take Out,"3250 MIDLAND AVE, Unit-G112",2023-01-03,Pass,2,C - Crucial,Notice to Comply
CHUNGCHUN RICE DOG,Food Take Out,"3250 MIDLAND AVE, Unit-G112",2023-01-05,Pass,2,,
CHUNGCHUN RICE DOG,Food Take Out,"3250 MIDLAND AVE, Unit-G112",2023-09-14,Pass,2,S - Significant,Corrected During Inspection
CHUNGCHUN RICE DOG,Food Take Out,"3250 MIDLAND AVE, Unit-G112",2023-09-14,Pass,2,M - Minor,Notice to Comply
CHUNGCHUN RICE DOG,Food Take Out,1121 CASTLEFIELD AVE,2023-07-28,Pass,3,,
CHUNGCHUN RICE DOG,Food Take Out,1121 CASTLEFIELD AVE,2023-10-20,Pass,3,M - Minor,Notice to Comply
CHUNGCHUN RICE DOG BLOOR,Restaurant,615 BLOOR ST W,2022-04-13,Pass,2,M - Minor,Notice to Comply
CHUNGCHUN RICE DOG BLOOR,Restaurant,615 BLOOR ST W,2022-04-13,Pass,2,S - Significant,Corrected During Inspection
CHUNGCHUN RICE DOG BLOOR,Restaurant,615 BLOOR ST W,2022-10-12,Pass,2,S - Significant,Corrected During Inspection
CHUNGCHUN RICE DOG BLOOR,Restaurant,615 BLOOR ST W,2023-04-26,Pass,2,M - Minor,Notice to Comply
CHUNGCHUN RICE DOG BLOOR,Restaurant,615 BLOOR ST W,2023-04-26,Pass,2,M - Minor,Notice to Comply
CHUNGCHUN RICE DOG BLOOR,Restaurant,615 BLOOR ST W,2023-08-23,Pass,2,S - Significant,Corrected During Inspection
CHUNGCHUN RICE DOG BLOOR,Restaurant,615 BLOOR ST W,2023-10-16,Pass,2,,
CHUNGCHUN RICE DOG YORK UNIVERSITY,Restaurant,"4700 KEELE ST, Unit-10",2023-01-24,Pass,3,M - Minor,Notice to Comply
CHUNGCHUN RICE DOG YORK UNIVERSITY,Restaurant,"4700 KEELE ST, Unit-10",2023-05-08,Pass,3,,
CHUNGCHUN RICE DOG YORK UNIVERSITY,Restaurant,"4700 KEELE ST, Unit-10",2023-09-15,Pass,3,M - Minor,Notice to Comply
CHUNGCHUN RICE HOTDOG,Food Take Out,"90 WESTON RD, Unit-J104",2022-05-24,Pass,2,,
CHUNGCHUN RICE HOTDOG,Food Take Out,"90 WESTON RD, Unit-J104",2023-04-13,Pass,2,,
CHUNGCHUN RICE HOTDOG,Food Take Out,"90 WESTON RD, Unit-J104",2023-10-26,Pass,2,C - Crucial,Notice to Comply
CHUNGCHUN RICE HOTDOG,Food Take Out,"90 WESTON RD, Unit-J104",2023-10-26,Pass,2,M - Minor,Notice to Comply
CHUNGCHUN RICE HOTDOG,Food Take Out,"90 WESTON RD, Unit-J104",2023-10-26,Pass,2,S - Significant,Notice to Comply
CHUNGCHUN RICE HOTDOG,Food Take Out,"90 WESTON RD, Unit-J104",2023-10-26,Pass,2,S - Significant,Notice to Comply
CHUNGCHUN RICE HOTDOG,Food Take Out,"90 WESTON RD, Unit-J104",2023-10-30,Pass,2,,
CHUNGCHUN RICE HOTDOG WILSON,Food Take Out,360 WILSON AVE,2022-09-12,Pass,2,,
CHUNGCHUN RICE HOTDOG WILSON,Food Take Out,360 WILSON AVE,2023-06-26,Pass,2,M - Minor,Notice to Comply
CHUNGCHUN RICE HOTDOG WILSON,Food Take Out,360 WILSON AVE,2023-09-08,Pass,2,,
CHURCH BELLA VARIETY,Food Store (Convenience/Variety),585 CHURCH ST,2022-06-22,Pass,1,,
"CHURCH OF ST. JUDE, WEXFORD - FOOD BANK",Food Depot,10 HOWARTH AVE,2023-01-03,Pass,1,,
CHURCH OF THE INCARNATION,Banquet Facility,"15 CLAIRTRELL RD, Unit-2",2022-11-22,Pass,1,,
CHURCH RCC,Hospitals & Health Facilities,200 CHURCH ST,2022-04-08,Pass,3,,
CHURCH RCC,Hospitals & Health Facilities,200 CHURCH ST,2022-11-04,Pass,3,,
CHURCH RCC,Hospitals & Health Facilities,200 CHURCH ST,2023-01-23,Pass,3,,
CHURCH RCC,Hospitals & Health Facilities,200 CHURCH ST,2023-05-02,Pass,3,,
CHURCH RCC,Hospitals & Health Facilities,200 CHURCH ST,2023-09-22,Pass,3,,
CHURCH RCC,Hospitals & Health Facilities,200 CHURCH ST,2024-01-11,Pass,3,,
CHURCH ST SCHOOL NUTRITION PROGRAM,Student Nutrition Site,83 ALEXANDER ST,2023-05-23,Pass,2,,
CHURCH ST SCHOOL NUTRITION PROGRAM,Student Nutrition Site,83 ALEXANDER ST,2023-09-21,Pass,2,,
CHURCH ST SCHOOL NUTRITION PROGRAM,Student Nutrition Site,83 ALEXANDER ST,2024-01-11,Pass,2,NA - Not Applicable,Notice to Comply
CHURCH STREET ESPRESSO,Restaurant,585 CHURCH ST,2022-06-21,Pass,2,M - Minor,Notice to Comply
CHURCH STREET ESPRESSO,Restaurant,585 CHURCH ST,2022-06-21,Pass,2,M - Minor,Notice to Comply
CHURCH STREET ESPRESSO,Restaurant,585 CHURCH ST,2022-06-21,Pass,2,S - Significant,Corrected During Inspection
CHURCH STREET ESPRESSO,Restaurant,585 CHURCH ST,2022-06-21,Pass,2,S - Significant,Corrected During Inspection
CHURCH STREET ESPRESSO,Restaurant,585 CHURCH ST,2023-03-10,Pass,2,M - Minor,Notice to Comply
CHURCH STREET EXPRESS PIZZA,Food Take Out,447 CHURCH ST,2022-10-28,Pass,2,S - Significant,Corrected During Inspection
CHURCH STREET EXPRESS PIZZA,Food Take Out,447 CHURCH ST,2022-10-28,Pass,2,M - Minor,Notice to Comply
CHURCH STREET EXPRESS PIZZA,Food Take Out,447 CHURCH ST,2022-10-28,Pass,2,S - Significant,Corrected During Inspection
CHURCH STREET EXPRESS PIZZA,Food Take Out,447 CHURCH ST,2022-10-28,Pass,2,M - Minor,Notice to Comply
CHURCH STREET EXPRESS PIZZA,Food Take Out,447 CHURCH ST,2022-10-28,Pass,2,NA - Not Applicable,Notice to Comply
CHURCH STREET EXPRESS PIZZA,Food Take Out,447 CHURCH ST,2022-10-28,Pass,2,M - Minor,Notice to Comply
CHURCH STREET EXPRESS PIZZA,Food Take Out,447 CHURCH ST,2022-10-28,Pass,2,S - Significant,Corrected During Inspection
CHURCH STREET EXPRESS PIZZA,Food Take Out,447 CHURCH ST,2022-10-28,Pass,2,M - Minor,Notice to Comply
CHURCH STREET GARAGE,Restaurant,477 CHURCH ST,2022-06-21,Pass,3,M - Minor,Notice to Comply
CHURCH STREET GARAGE,Restaurant,477 CHURCH ST,2022-09-29,Pass,3,M - Minor,Notice to Comply
CHURCH STREET GARAGE,Restaurant,477 CHURCH ST,2022-09-29,Pass,3,M - Minor,Notice to Comply
CHURCH STREET GARAGE,Restaurant,477 CHURCH ST,2022-09-29,Pass,3,S - Significant,Corrected During Inspection
CHURCH STREET GARAGE,Restaurant,477 CHURCH ST,2022-09-29,Pass,3,M - Minor,Notice to Comply
CHURCH STREET GARAGE,Restaurant,477 CHURCH ST,2023-04-03,Pass,3,S - Significant,Corrected During Inspection
CHURCH STREET GARAGE,Restaurant,477 CHURCH ST,2023-04-03,Pass,3,S - Significant,Corrected During Inspection
CHURCH STREET GARAGE,Restaurant,477 CHURCH ST,2023-04-03,Pass,3,M - Minor,Notice to Comply
CHURCH STREET GARAGE,Restaurant,477 CHURCH ST,2023-06-12,Pass,3,M - Minor,Notice to Comply
CHURCH STREET GARAGE,Restaurant,477 CHURCH ST,2023-06-12,Pass,3,M - Minor,Notice to Comply
CHURCH STREET GARAGE,Restaurant,477 CHURCH ST,2023-06-12,Pass,3,S - Significant,Corrected During Inspection
CHURCH STREET GARAGE,Restaurant,477 CHURCH ST,2023-11-02,Pass,3,M - Minor,Notice to Comply
CHURCH STREET GARAGE,Restaurant,477 CHURCH ST,2023-11-02,Pass,3,M - Minor,Notice to Comply
CHURCH STREET GARAGE,Restaurant,477 CHURCH ST,2023-11-02,Pass,3,S - Significant,Corrected During Inspection
CHURCH STREET GARAGE,Restaurant,477 CHURCH ST,2023-11-02,Pass,3,M - Minor,Notice to Comply
CHURCH STREET SCHOOL DAY CARE,Child Care - Catered,83 ALEXANDER ST,2023-05-23,Pass,3,,
CHURCH STREET SCHOOL DAY CARE,Child Care - Catered,83 ALEXANDER ST,2023-09-21,Pass,3,,
CHURCH STREET SCHOOL DAY CARE,Child Care - Catered,83 ALEXANDER ST,2024-01-11,Pass,3,,
CHURCH'S CHICKEN,Restaurant,1171 ST CLAIR AVE W,2022-05-27,Pass,2,M - Minor,Notice to Comply
CHURCH'S CHICKEN,Restaurant,1171 ST CLAIR AVE W,2022-05-27,Pass,2,M - Minor,Notice to Comply
CHURCH'S CHICKEN,Restaurant,1171 ST CLAIR AVE W,2022-12-08,Pass,2,,
CHURCH'S CHICKEN,Restaurant,1171 ST CLAIR AVE W,2023-06-26,Pass,2,M - Minor,Notice to Comply
CHURCH'S CHICKEN,Restaurant,1171 ST CLAIR AVE W,2023-11-03,Pass,2,M - Minor,Notice to Comply
CHURCH'S CHICKEN,Restaurant,1171 ST CLAIR AVE W,2023-11-03,Pass,2,M - Minor,Notice to Comply
CHURCH'S CHICKEN,Restaurant,"531 YONGE ST, Bldg-1",2023-10-17,Pass,2,M - Minor,Notice to Comply
CHURCH'S CHICKEN,Restaurant,"531 YONGE ST, Bldg-1",2023-10-17,Pass,2,NA - Not Applicable,Notice to Comply
CHURCH'S CHICKEN,Restaurant,"531 YONGE ST, Bldg-1",2024-01-02,Pass,2,M - Minor,Notice to Comply
CHURCH'S CHICKEN,Restaurant,"531 YONGE ST, Bldg-1",2024-01-02,Pass,2,NA - Not Applicable,Notice to Comply
CHURCH'S CHICKEN,Restaurant,"531 YONGE ST, Bldg-1",2024-01-02,Pass,2,S - Significant,Corrected During Inspection
CHURCH'S CHICKEN,Restaurant,"531 YONGE ST, Bldg-1",2022-04-06,Pass,2,M - Minor,Notice to Comply
CHURCH'S CHICKEN,Restaurant,"531 YONGE ST, Bldg-1",2022-04-06,Pass,2,NA - Not Applicable,Notice to Comply
CHURCH'S CHICKEN,Restaurant,"531 YONGE ST, Bldg-1",2022-07-27,Pass,2,M - Minor,Notice to Comply
CHURCH'S CHICKEN,Restaurant,"531 YONGE ST, Bldg-1",2022-07-27,Pass,2,S - Significant,Corrected During Inspection
CHURCH'S CHICKEN,Restaurant,"531 YONGE ST, Bldg-1",2022-07-27,Pass,2,S - Significant,Corrected During Inspection
CHURCH'S CHICKEN,Restaurant,"531 YONGE ST, Bldg-1",2022-11-03,Pass,2,M - Minor,Notice to Comply
CHURCH'S CHICKEN,Restaurant,"531 YONGE ST, Bldg-1",2023-04-13,Pass,2,S - Significant,Corrected During Inspection
CHURCH'S CHICKEN,Restaurant,"531 YONGE ST, Bldg-1",2023-04-13,Pass,2,M - Minor,Notice to Comply
CHURCH'S CHICKEN,Restaurant,"531 YONGE ST, Bldg-1",2023-08-09,Pass,2,,
CHURCH'S CHICKEN,Restaurant,3003 DANFORTH AVE,2022-03-01,Pass,2,,
CHURCH'S CHICKEN,Restaurant,3003 DANFORTH AVE,2022-10-24,Pass,2,,
CHURCH'S CHICKEN,Restaurant,3003 DANFORTH AVE,2023-02-17,Pass,2,,
CHURCH'S CHICKEN,Restaurant,3003 DANFORTH AVE,2023-07-07,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,845 JANE ST,2022-03-14,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,845 JANE ST,2023-02-23,Pass,2,NA - Not Applicable,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,845 JANE ST,2023-08-15,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,"33 HARBOUR SQ, Unit-49",2022-06-09,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"33 HARBOUR SQ, Unit-49",2022-06-09,Pass,3,S - Significant,Corrected During Inspection
CHURCH'S TEXAS CHICKEN,Restaurant,"33 HARBOUR SQ, Unit-49",2022-10-27,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"33 HARBOUR SQ, Unit-49",2022-10-27,Pass,3,S - Significant,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"33 HARBOUR SQ, Unit-49",2022-10-31,Pass,3,,
CHURCH'S TEXAS CHICKEN,Restaurant,"33 HARBOUR SQ, Unit-49",2023-01-26,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"33 HARBOUR SQ, Unit-49",2023-01-26,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"33 HARBOUR SQ, Unit-49",2023-01-26,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"33 HARBOUR SQ, Unit-49",2023-01-26,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"33 HARBOUR SQ, Unit-49",2023-05-18,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"33 HARBOUR SQ, Unit-49",2023-09-05,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"33 HARBOUR SQ, Unit-49",2023-09-05,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"33 HARBOUR SQ, Unit-49",2023-09-05,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2022-03-08,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2022-03-08,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2022-07-05,Pass,3,S - Significant,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2022-07-05,Pass,3,S - Significant,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2022-07-05,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2022-07-05,Pass,3,S - Significant,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2022-07-05,Pass,3,C - Crucial,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2022-07-05,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2022-07-05,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2022-07-05,Pass,3,S - Significant,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2022-07-05,Pass,3,S - Significant,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2022-07-05,Pass,3,S - Significant,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2022-07-05,Pass,3,S - Significant,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2022-07-15,Pass,3,,
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2022-11-22,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2023-02-21,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2023-02-21,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2023-02-21,Pass,3,S - Significant,Corrected During Inspection
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2023-06-07,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2023-06-07,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2023-06-07,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"3314 KEELE ST, Unit-8",2023-10-16,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,2241 BLOOR ST W,2022-01-25,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,2241 BLOOR ST W,2023-02-24,Pass,2,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,2241 BLOOR ST W,2023-03-17,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,2241 BLOOR ST W,2023-09-18,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,924 DIXON RD,2022-06-17,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,924 DIXON RD,2022-12-19,Pass,2,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,924 DIXON RD,2022-12-19,Pass,2,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,924 DIXON RD,2023-03-30,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,924 DIXON RD,2023-09-11,Pass,2,M - Minor,Corrected During Inspection
CHURCH'S TEXAS CHICKEN,Restaurant,924 DIXON RD,2024-01-03,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,1939 WESTON RD,2022-02-16,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,1939 WESTON RD,2022-10-05,Pass,2,S - Significant,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,1939 WESTON RD,2022-10-05,Pass,2,S - Significant,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,1939 WESTON RD,2022-10-18,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,1939 WESTON RD,2022-11-23,Pass,2,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,1939 WESTON RD,2022-12-07,Pass,2,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,1939 WESTON RD,2022-12-07,Pass,2,S - Significant,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,1939 WESTON RD,2022-12-07,Pass,2,S - Significant,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,1939 WESTON RD,2022-12-07,Pass,2,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,1939 WESTON RD,2022-12-09,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,1939 WESTON RD,2023-05-01,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,1939 WESTON RD,2023-10-11,Pass,2,S - Significant,Ticket
CHURCH'S TEXAS CHICKEN,Restaurant,1939 WESTON RD,2023-10-11,Pass,2,S - Significant,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,1939 WESTON RD,2023-10-16,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,1939 WESTON RD,2024-01-19,Pass,2,M - Minor,Corrected During Inspection
CHURCH'S TEXAS CHICKEN,Restaurant,1939 WESTON RD,2024-01-19,Pass,2,S - Significant,Corrected During Inspection
CHURCH'S TEXAS CHICKEN,Restaurant,1939 WESTON RD,2024-01-19,Pass,2,M - Minor,Corrected During Inspection
CHURCH'S TEXAS CHICKEN,Restaurant,"6230 FINCH AVE W, Unit-A100",2022-02-17,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,"6230 FINCH AVE W, Unit-A100",2023-09-27,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,"6230 FINCH AVE W, Unit-A100",2024-01-02,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,"6230 FINCH AVE W, Unit-A100",2023-04-20,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,537 PARLIAMENT ST,2022-04-20,Pass,3,,
CHURCH'S TEXAS CHICKEN,Restaurant,537 PARLIAMENT ST,2022-09-21,Pass,3,,
CHURCH'S TEXAS CHICKEN,Restaurant,537 PARLIAMENT ST,2023-03-06,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,537 PARLIAMENT ST,2023-03-06,Pass,3,S - Significant,Corrected During Inspection
CHURCH'S TEXAS CHICKEN,Restaurant,537 PARLIAMENT ST,2023-06-26,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,537 PARLIAMENT ST,2023-10-25,Pass,3,,
CHURCH'S TEXAS CHICKEN,Restaurant,537 PARLIAMENT ST,2024-01-09,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,3495 LAWRENCE AVE E,2022-06-23,Pass,2,S - Significant,Corrected During Inspection
CHURCH'S TEXAS CHICKEN,Restaurant,3495 LAWRENCE AVE E,2023-01-27,Pass,2,S - Significant,Corrected During Inspection
CHURCH'S TEXAS CHICKEN,Restaurant,3495 LAWRENCE AVE E,2023-06-19,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,3495 LAWRENCE AVE E,2023-09-25,Pass,2,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,3495 LAWRENCE AVE E,2024-01-02,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,"1 YORK GATE BLVD, Unit-136",2022-08-23,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,"1 YORK GATE BLVD, Unit-136",2023-01-20,Pass,2,,
CHURCH'S TEXAS CHICKEN,Restaurant,"1 YORK GATE BLVD, Unit-136",2023-07-07,Pass,2,S - Significant,Corrected During Inspection
CHURCH'S TEXAS CHICKEN,Restaurant,"1 YORK GATE BLVD, Unit-136",2023-07-07,Pass,2,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"1 YORK GATE BLVD, Unit-136",2023-07-07,Pass,2,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"1 YORK GATE BLVD, Unit-136",2023-11-15,Pass,2,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"1 YORK GATE BLVD, Unit-136",2023-11-15,Pass,2,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,"1 YORK GATE BLVD, Unit-136",2023-11-15,Pass,2,S - Significant,Corrected During Inspection
CHURCH'S TEXAS CHICKEN,Restaurant,1728 EGLINTON AVE W,2022-09-28,Pass,3,,
CHURCH'S TEXAS CHICKEN,Restaurant,1728 EGLINTON AVE W,2023-03-01,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,1728 EGLINTON AVE W,2023-06-29,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,1728 EGLINTON AVE W,2023-06-29,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,1728 EGLINTON AVE W,2023-06-29,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,1728 EGLINTON AVE W,2023-06-29,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,1728 EGLINTON AVE W,2023-06-29,Pass,3,S - Significant,Corrected During Inspection
CHURCH'S TEXAS CHICKEN,Restaurant,1728 EGLINTON AVE W,2023-10-10,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,1728 EGLINTON AVE W,2023-10-10,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,1728 EGLINTON AVE W,2023-10-10,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,1728 EGLINTON AVE W,2023-10-10,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,1728 EGLINTON AVE W,2023-10-10,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,1728 EGLINTON AVE W,2024-01-19,Pass,3,M - Minor,Notice to Comply
CHURCH'S TEXAS CHICKEN,Restaurant,1728 EGLINTON AVE W,2024-01-19,Pass,3,M - Minor,Notice to Comply
CHURCHES ON THE HILL FOOD BANK,Food Bank,230 ST CLAIR AVE W,2022-08-18,Pass,1,,
CHURCHES ON THE HILL FOOD BANK,Food Bank,230 ST CLAIR AVE W,2023-06-29,Pass,1,,
CHURCHILL,Restaurant,1212 DUNDAS ST W,2022-12-16,Pass,2,S - Significant,Corrected During Inspection
CHURCHILL,Restaurant,1212 DUNDAS ST W,2022-12-16,Pass,2,M - Minor,Notice to Comply
CHURCHILL,Restaurant,1212 DUNDAS ST W,2022-12-16,Pass,2,S - Significant,Corrected During Inspection
CHURCHILL,Restaurant,1212 DUNDAS ST W,2022-12-16,Pass,2,S - Significant,Corrected During Inspection
CHURCHILL,Restaurant,1212 DUNDAS ST W,2022-12-16,Pass,2,M - Minor,Notice to Comply
CHURCHILL,Restaurant,1212 DUNDAS ST W,2023-12-12,Pass,2,,
CHURCHILL CHUMS SCHOOL AGE CHILD CARE CENTRE,Child Care - Food Preparation,188 CHURCHILL AVE,2022-02-04,Pass,2,,
